#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-02-04T22:56:07 [V7.296]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	version=7.296	
#INFO	-ref=VIZ63dee04aa90d1	
#INFO	-out.max=unlimited	
#INFO	queryParameters=15	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/MNRAS/506/150&tab:{J/MNRAS/506/150/stars}&key:source=J/MNRAS/506/150/stars&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/MNRAS/506/150/stars
#-order=I
#-out=GALAH
#-out=Flagsp
#Flagsp=32
#-out=Teff
#-out=logg
#-out=[Fe/H]
#

#RESOURCE=yCat_75060150
#Name: J/MNRAS/506/150
#Title: The GALAH+ Survey DR3 (Buder+, 2021)
#Coosys	H_2015.500:	ICRS
#Table	J_MNRAS_506_150_stars:
#Name: J/MNRAS/506/150/stars
#Title: GALAH DR3 main all stars
#Column	GALAH	(I15)	GALAH identifier (sobject_id)	[ucd=meta.id;meta.main]
#Column	Flagsp	(I4)	Stellar parameter quality flag (flag_sp) (1)	[ucd=meta.code]
#Column	Teff	(F7.2)	? Spectroscopic effective temperature (used for fitting) (teff)	[ucd=phys.temperature.effective]
#Column	logg	(F9.6)	? Surface gravity (not fitted via spectra if wg4_pipeline not free) (logg)	[ucd=phys.gravity]
#Column	[Fe/H]	(F9.6)	? Fe atomic abundance from Fe lines (final, 1D-NLTE) (fe_h)	[ucd=phys.abund.Fe]
GALAH;Flagsp;Teff;logg;[Fe/H]
170106002601246;  32;6426.71; 4.231968;-0.564926
170106002601311;  32;5725.59; 4.112824;-0.652578
170106003101105;  32;5847.46; 4.055363;-0.620434
170106003101218;  32;6065.31; 3.967590;-0.239700
170106003101229;  32;5615.59; 4.234113;-0.408104
170106003101316;  32;5874.65; 4.022346;-0.268347
170106003101361;  32;5816.26; 4.237787;-0.291728
170106003601001;  32;5319.77; 4.208745; 0.010507
170106003601032;  32;6167.49; 4.080187;-0.600590
170106003601037;  32;5582.53; 3.841408;-0.145851
170106003601086;  32;5502.55; 3.960887;-0.432488
170106003601137;  32;6006.48; 4.190401;-0.466645
170106003601308;  32;5803.18; 3.841515;-0.351560
170106004101030;  32;5781.76; 3.780516;-0.502049
170106004101273;  32;5879.26; 4.079309;-0.677677
170106004101379;  32;6306.63; 3.900585;-0.493327
170106004101395;  32;6095.56; 3.935692;-0.351414
170106004601240;  32;5788.45; 3.941991;-0.417984
170106004601274;  32;6362.11; 3.860159;-0.768452
170106005101097;  32;6370.06; 3.996621;-0.504057
170106005101161;  32;5985.06; 3.951535;-0.064444
170106005101247;  32;5570.95; 4.185698;-0.204679
170107002101148;  32;5492.60; 4.174358; 0.189127
170107002101343;  32;5702.96; 3.743896;-0.380000
170107002601087;  32;5659.95; 3.936989;-1.034636
170107002601281;  32;5858.44; 3.974134;-0.119372
170107003101256;  32;5677.82; 4.183864;-0.005412
170107003101335;  32;5586.28; 4.125742; 0.013324
170107003101345;  32;6514.73; 3.943181;-0.424613
170107003101395;  32;5793.52; 4.067525; 0.030768
170107003601088;  32;5689.50; 3.932528;-0.787132
170107003601160;  32;6207.32; 3.963259;-0.585590
170107004201181;  32;6142.43; 3.753683;-0.426960
170107004801095;  32;5914.23; 3.979235;-0.380931
170107004801167;  32;5391.35; 4.297608;-0.010712
170107004801182;  32;6403.28; 3.995518;-0.374065
170108001801306;  32;6172.58; 4.103668;-0.765033
170108002201063;  32;5954.11; 3.759964;-0.161632
170108002201098;  32;6557.99; 4.278491;-0.135537
170108002201378;  32;5590.67; 4.190390; 0.099852
170108003301211;  32;5771.02; 3.922237;-0.768304
170108003301280;  32;6342.83; 3.693291;-0.545944
170108003301368;  32;6034.78; 3.729423;-0.478355
170108003301369;  32;5609.49; 3.823184;-0.362670
170108003901087;  32;5963.67; 3.969836;-0.686123
170108003901116;  32;6290.50; 3.858770;-0.472661
170108003901160;  32;6478.32; 3.822590;-0.520216
170108003901192;  32;6476.80; 3.966062;-0.540115
170108003901226;  32;6587.96; 3.900627;-0.555401
170108003901275;  32;6256.07; 3.918231;-0.372886
170108004601156;  32;5475.92; 3.968814;-0.014400
170109001801044;  32;5604.24; 3.864079; 0.039184
170109001801397;  32;5988.80; 4.051669;-0.095662
170109002101098;  32;6671.95; 3.900050;-0.940780
170109002101232;  32;5694.15; 4.124141;-0.322968
170109002101259;  32;5962.62; 3.516498;-0.600843
170109002101282;  32;5785.84; 3.790639;-0.233021
170109002101301;  32;6038.67; 4.158160;-0.282853
170109002801062;  32;5598.66; 3.530799;-0.616632
170109002801164;  32;5707.10; 4.012091;-0.917984
170109002801206;  32;6313.22; 3.661267;-0.381470
170109002801210;  32;6118.05; 3.701888;-0.190237
170109002801224;  32;6263.89; 3.787925;-0.579563
170109002801299;  32;6400.60; 3.969348;-0.761526
170109002801351;  32;6254.08; 3.885017;-0.482779
170109003301051;  32;6380.54; 3.785279;-0.387556
170109003301131;  32;6200.76; 3.911704;-0.696968
170109003301154;  32;6082.12; 3.789620;-0.656283
170109003301266;  32;6151.40; 3.946291;-0.431410
170109003301286;  32;6700.79; 3.900849;-0.481330
170109003801123;  32;5736.22; 4.030424;-0.924662
170109003801229;  32;5412.49; 3.989702;-0.144230
170109003801237;  32;6140.80; 3.790466;-0.426804
170109004301209;  32;5970.75; 3.880534;-0.198724
170109004801023;  32;6024.12; 3.563352;-0.842424
170109004801038;  32;5892.79; 3.777161;-0.115343
170109004801059;  32;6042.68; 4.049238;-0.558581
170109004801206;  32;5195.14; 3.972254;-0.398074
170109004801330;  32;6221.38; 4.002426;-0.709682
170110001601015;  32;6188.92; 4.125165;-0.392455
170110001601143;  32;6654.58; 3.948286;-0.592878
170110001601152;  32;6609.92; 3.964437;-0.650163
170110001601165;  32;5858.79; 4.003070;-0.190886
170110001601173;  32;6043.21; 3.920193;-0.246414
170110001601230;  32;5429.23; 4.236512;-0.074170
170112001601169;  32;6088.83; 4.092300;-0.652648
170112002101166;  32;6667.71; 4.058601;-0.979429
170112002601092;  32;6001.87; 3.960908;-0.482862
170112002601142;  32;5832.14; 3.938159;-0.078266
170112002601199;  32;6229.45; 3.872118;-0.650274
170112002601255;  32;6282.26; 3.970249;-0.248172
170112002601322;  32;6197.01; 4.007765;-0.211477
170112003101234;  32;5917.79; 3.980565;-0.508272
170112003101261;  32;6735.93; 3.932238;-0.875875
170112003101342;  32;6261.87; 3.972568;-0.473341
170112003101361;  32;6375.14; 3.722590;-1.000953
170112003101392;  32;5814.55; 3.970201;-0.359145
170112003601020;  32;6294.07; 3.953274;-0.306473
170112003601044;  32;6228.61; 4.032917;-0.241560
170112003601097;  32;6272.83; 4.013985;-0.191274
170112003601118;  32;5737.12; 4.034919;-0.456186
170112003601227;  32;5977.73; 3.793415;-0.184514
170112003601240;  32;5556.01; 4.035599;-0.160963
170112003601243;  32;6317.69; 3.567227;-0.444510
170112003601303;  32;5989.95; 4.016775;-0.092898
170113002101298;  32;6240.00; 4.134763;-0.233068
170113002601008;  32;6284.51; 3.886519;-0.929445
170113002601028;  32;5816.26; 4.023334; 0.015414
170113002601325;  32;6160.68; 3.573432;-0.211255
170113002601375;  32;6593.05; 3.980225;-0.612211
170113002601379;  32;6076.18; 4.176256;-0.417302
170113003101072;  32;5015.76; 3.618344;-0.801164
170113003101095;  32;5315.98; 3.860414;-0.831320
170113003101189;  32;6131.90; 3.761618;-0.285429
170113003101316;  32;5791.80; 3.911585;-0.447581
170113003101384;  32;5809.65; 4.098553;-0.102801
170114002601002;  32;6004.01; 4.162158;-0.123274
170114002601174;  32;6502.99; 3.985716;-0.788662
170114002601175;  32;6041.70; 4.158177;-0.938495
170114002601258;  32;6243.17; 3.834104;-0.367098
170114002601261;  32;5600.43; 4.224627;-0.126073
170114002601271;  32;6054.47; 4.077074;-0.198549
170114002601347;  32;5931.63; 4.199399;-0.464924
170114003101012;  32;5946.41; 4.106253;-0.446893
170114003101016;  32;5498.48; 4.194133;-0.246452
170114003101031;  32;5219.29; 3.572247;-0.810857
170114003101056;  32;6071.22; 4.002515;-0.216047
170114003101099;  32;5954.06; 3.942723;-0.375892
170114003101241;  32;5962.41; 3.789863;-0.322791
170114003101390;  32;5959.61; 4.120900;-0.470198
170114003601238;  32;6169.50; 3.896747;-0.792700
170114004101083;  32;5786.98; 3.697301;-0.734312
170114004101209;  32;5667.83; 3.724072;-0.994808
170114004101303;  32;6455.65; 3.831802;-0.548255
170114004101315;  32;6527.70; 3.973144;-0.255138
170114004101353;  32;5840.77; 3.771142;-0.417055
170114004701008;  32;6030.72; 3.905529;-0.432023
170114004701030;  32;6038.95; 3.619630;-0.464097
170114005201017;  32;6209.69; 3.858686;-0.400651
170114005201216;  32;6669.27; 3.870759;-0.615232
170114005201248;  32;5746.74; 3.923501;-0.622733
170114005201340;  32;5785.72; 4.421229; 0.157424
170114005201358;  32;5902.16; 3.939105;-0.781292
170114005201378;  32;6046.96; 3.738300;-0.543799
170115002201266;  32;6129.66; 4.061586;-0.350274
170115002701041;  32;6385.12; 3.806991;-0.712809
170115002701303;  32;5778.73; 3.941315;-0.649659
170115002701335;  32;6294.54; 3.582054;-0.441488
170115002701363;  32;6310.51; 3.787210;-0.459398
170115003201087;  32;6105.75; 3.945946;-0.948240
170115003201203;  32;6230.31; 3.831459;-0.433867
170115003201291;  32;6035.81; 4.092050;-0.396346
170115003201341;  32;5830.30; 3.918180;-0.288314
170115003701063;  32;6070.82; 4.101190;-0.202380
170115003701096;  32;6168.35; 3.860211;-0.381674
170115003701219;  32;6108.76; 4.062606;-0.364906
170115003701333;  32;6413.33; 4.035422;-0.419796
170115004201018;  32;6572.79; 3.596236;-0.491863
170115004201144;  32;6192.50; 4.036049;-0.655727
170115004201173;  32;6335.39; 3.849050;-0.695092
170115004701049;  32;6187.09; 4.077919;-0.313839
170115004701084;  32;6137.15; 4.018878;-0.211539
170115004701120;  32;5611.92; 4.138089;-0.469425
170115004701296;  32;5276.29; 4.211715; 0.152730
170115004701299;  32;5777.11; 3.930464;-0.829966
170115005201091;  32;5517.22; 4.120656;-0.400466
170115005201131;  32;5904.14; 4.059122;-0.305234
170115005201226;  32;5347.95; 4.180692;-0.069345
170115005201363;  32;5813.43; 3.998799;-0.322485
170115005801092;  32;6666.17; 3.520638;-0.510526
170115005801368;  32;6775.59; 3.456534;-0.722720
170116001601001;  32;5874.71; 4.030845;-0.162868
170116001601119;  32;5206.34; 3.746737;-0.112655
170116001601170;  32;5598.64; 4.008768;-0.369599
170116001601388;  32;6529.70; 4.035297;-0.615826
170117002101116;  32;6281.33; 3.981469;-0.599704
170117002101138;  32;6227.01; 3.508002;-0.543313
170117002101222;  32;6356.36; 3.968071;-0.376124
170117002601003;  32;5920.62; 3.906849;-1.278096
170117002601220;  32;5616.52; 4.139400;-0.395816
170117003101073;  32;5984.25; 3.912895;-0.573568
170118001701152;  32;5262.47; 3.666070;-0.432764
170118002201040;  32;6429.55; 3.854435;-0.561652
170118002201081;  32;6291.62; 3.929382;-0.963122
170118002201342;  32;6527.22; 3.780685;-0.501323
170118002701184;  32;5740.73; 3.798965; 0.181872
170118002701244;  32;6249.48; 3.873310;-0.824514
170118003301066;  32;6236.45; 3.748011;-0.417298
170118003301125;  32;5420.57; 3.909724;-0.255886
170118003301162;  32;5772.71; 3.942828;-0.565766
170118003301165;  32;6549.28; 3.816274;-1.019751
170118003301269;  32;5179.06; 3.319711;-0.348691
170118003801011;  32;5905.31; 4.073104;-0.155228
170118003801366;  32;6271.54; 3.802963;-0.589009
170119002601068;  32;5681.58; 4.156303;-0.508549
170119002601126;  32;6240.41; 3.920518;-1.228255
170119002601180;  32;5968.06; 3.489009;-0.548667
170119002601192;  32;6420.83; 3.699427;-0.766861
170119002601219;  32;6144.43; 4.010256;-0.395370
170119003101197;  32;5180.26; 2.544754;-0.637397
170119003601007;  32;5806.16; 4.070171;-0.426719
170119003601084;  32;5468.67; 4.051077;-0.800422
170119003601149;  32;5966.08; 3.986491;-0.443651
170119003601280;  32;6226.00; 4.048722;-0.610414
170120002101015;  32;6533.05; 3.802674;-0.681758
170121002201188;  32;6097.55; 3.390423;-0.437347
170121002201210;  32;6116.68; 3.812295;-0.685193
170121002201271;  32;6330.58; 3.779178;-1.073675
170121002201313;  32;5910.11; 4.071686;-0.307847
170121002201381;  32;5996.25; 3.790184;-0.785529
170121002801148;  32;5288.52; 2.417057;-0.088647
170121002801279;  32;6055.58; 3.965116;-0.769249
170121002801330;  32;6747.20; 3.688009;-0.711453
170121002801346;  32;6332.55; 3.408422;-0.373248
170121002801395;  32;6797.12; 3.234864;-0.444005
170121003401036;  32;6296.34; 3.784775;-0.678182
170121003401061;  32;5380.94; 4.123522; 0.204759
170121003401343;  32;5759.66; 4.053782;-0.599076
170121003901009;  32;5651.19; 3.997993;-0.174016
170121003901016;  32;5463.31; 3.455064;-0.773734
170121003901089;  32;5803.62; 3.883389;-0.232978
170121003901226;  32;6099.58; 3.859643;-0.344750
170121004501138;  32;6303.45; 4.017120;-0.537104
170121004501166;  32;6387.05; 3.818482;-0.780648
170121004501209;  32;5840.30; 4.161869;-0.398992
170121004501388;  32;5616.92; 4.128771;-0.717986
170122002101063;  32;6242.17; 3.740854;-0.789944
170122002101097;  32;5957.06; 3.867844;-0.729517
170122002101306;  32;6046.31; 3.946378;-0.556447
170122002601082;  32;5204.96; 4.204248;-1.025655
170122002601294;  32;6403.60; 3.991544;-0.704516
170122003101013;  32;5337.19; 4.019231;-0.616751
170122003101385;  32;6176.13; 4.118833;-0.546555
170122003101386;  32;5852.28; 4.044338;-0.436572
170122003601004;  32;5478.67; 4.145711;-0.421528
170122004101048;  32;6121.42; 4.059379;-0.506788
170122004101174;  32;5620.58; 4.082109;-0.757557
170122004601025;  32;5886.61; 3.761708;-0.248697
170122004601153;  32;6055.71; 3.442461;-0.475820
170122004601185;  32;6121.97; 3.722671; 0.016181
170122004601298;  32;5550.01; 4.165684;-0.225289
170122004601366;  32;5507.62; 3.691433; 0.059721
170122004601388;  32;6341.00; 3.695771;-0.456517
170127001601019;  32;5976.58; 4.057498;-0.253968
170127001601087;  32;5776.83; 3.839407;-0.478908
170127001601219;  32;5751.13; 3.950362;-0.308717
170127002301279;  32;5501.79; 3.889697;-0.370269
170127003001037;  32;5641.53; 4.081129;-0.636952
170127003001095;  32;5565.84; 4.101436;-0.526196
170127003001125;  32;6053.61; 3.990132;-0.836390
170128001601059;  32;5944.39; 3.860720;-0.521021
170128001601271;  32;5597.95; 4.075944;-0.150488
170128001601331;  32;5723.71; 3.706409;-0.676081
170128002101145;  32;5250.85; 3.534207;-0.433231
170128002901071;  32;5477.77; 4.308622;-0.355589
170128002901126;  32;5191.82; 3.541865;-0.444882
170128002901238;  32;5836.80; 4.090988;-0.284666
170128002901375;  32;5607.19; 4.148159;-0.213830
170128003401243;  32;5602.34; 4.272371;-0.469020
170128003901013;  32;5834.22; 3.831509;-0.055251
170128003901193;  32;5911.26; 3.697456;-0.626311
170128003901216;  32;6003.92; 3.922819;-0.265718
170128003901231;  32;6032.04; 4.245945;-0.298991
170128003901294;  32;5987.61; 4.056635;-0.565122
170128003901330;  32;5921.67; 3.926434;-0.291630
170128003901341;  32;6256.25; 4.061774;-0.441118
170129001601021;  32;5754.20; 3.653918;-0.854462
170129001601181;  32;5949.21; 4.036010;-0.646040
170129001601352;  32;5750.62; 4.163678;-0.605660
170129002101092;  32;5417.43; 4.093116; 0.184206
170129002101259;  32;5800.37; 4.126214;-0.673579
170129002101274;  32;6159.64; 4.043049;-0.645267
170129002101358;  32;5914.77; 3.985199;-0.973016
170129002601003;  32;5323.12; 4.252815; 0.183538
170129002601152;  32;6154.57; 3.792225;-0.593809
170129002601241;  32;6018.84; 3.948083;-0.471794
170129002601301;  32;6049.85; 3.908803;-0.317359
170129002601336;  32;6027.90; 4.077052;-0.353183
170130001601108;  32;6291.69; 3.874201;-0.349054
170130001601129;  32;5798.95; 3.965465;-0.612027
170130001601267;  32;6726.22; 3.546129;-0.495896
170130001601303;  32;6277.81; 3.943317;-1.120656
170130001601387;  32;6248.10; 4.012724;-0.456776
170130002101012;  32;5857.55; 3.941675;-0.476487
170130002101034;  32;4838.48; 2.476501;-0.662279
170130002101060;  32;5557.53; 4.023921; 0.048938
170130002101179;  32;5905.63; 4.035915;-0.293448
170130002101208;  32;5873.64; 3.965797; 0.277392
170130002101240;  32;5621.49; 3.720014;-0.347132
170130002101255;  32;6027.44; 3.967377;-0.107437
170130002101298;  32;5482.09; 3.993227; 0.119481
170130002101310;  32;5820.66; 3.799023;-0.549569
170130002101338;  32;5858.06; 4.073279;-0.460094
170130002601094;  32;6126.50; 4.160131;-0.238481
170130002601126;  32;5861.04; 3.972198;-0.231452
170130002601259;  32;5460.07; 4.024255;-0.228238
170130003101002;  32;6382.97; 3.627151;-0.578403
170130003101028;  32;6491.91; 3.881717;-0.700879
170130003101098;  32;6706.63; 3.741761;-0.694182
170130003101235;  32;6021.23; 3.619770;-0.591765
170130003101359;  32;5911.82; 3.982106;-0.479233
170130003601215;  32;6326.22; 3.972212;-0.802989
170130003601257;  32;6007.89; 3.975850;-0.564364
170130003601263;  32;6347.24; 3.967967;-0.504424
170130004101186;  32;5452.62; 4.099471; 0.058748
170130004601062;  32;5599.18; 3.892435;-0.261951
170131001801009;  32;5755.98; 4.059624;-0.214734
170131001801101;  32;5285.65; 2.403417;-0.070923
170131001801115;  32;5719.43; 4.011503; 0.030887
170131001801165;  32;6708.10; 3.761271;-0.716595
170131001801211;  32;6143.72; 3.881080;-0.447238
170131001801244;  32;6090.95; 3.907433;-0.186986
170131001801259;  32;5415.02; 4.032077;-0.212997
170131001801290;  32;6673.54; 3.577711;-0.802282
170131001801346;  32;6469.39; 3.525880;-0.550491
170131001801369;  32;6587.95; 3.823332;-0.509465
170131002601353;  32;6010.87; 3.908347;-0.512228
170131003101102;  32;5638.91; 3.801760;-0.668681
170202000101004;  32;5900.39; 3.787071;-0.427357
170202000101018;  32;6619.86; 3.775688;-0.273848
170202000101078;  32;6182.26; 3.889477;-0.445863
170202000101079;  32;6151.91; 3.776855;-0.409417
170202000101103;  32;6642.82; 3.766430;-0.795139
170202000701185;  32;5926.41; 3.904581;-0.131597
170202000701215;  32;6228.37; 3.721506;-0.856525
170202000701343;  32;5494.54; 4.063696;-0.167563
170202001201031;  32;6216.78; 3.822001;-0.813220
170202001201216;  32;6280.24; 4.074304;-0.615722
170202001701016;  32;5724.03; 3.910526;-0.461924
170202001701070;  32;5941.98; 3.933130;-0.559387
170202001701273;  32;5811.64; 4.294273;-0.156034
170202001701366;  32;5631.46; 3.795482;-0.057506
170202002701025;  32;5994.09; 3.815378;-0.325402
170202002701190;  32;5610.62; 4.012794;-0.030821
170202002701194;  32;5734.31; 3.900970; 0.062646
170202002701270;  32;6037.17; 3.923733;-0.677473
170202002701323;  32;6420.77; 3.926827;-0.430682
170202002701349;  32;6116.06; 4.176050;-0.453176
170202002701397;  32;5378.08; 4.044130;-0.294535
170205002801112;  32;6281.86; 3.628000;-0.666693
170205002801175;  32;6274.24; 3.991215;-0.941491
170205002801185;  32;5153.31; 2.418308;-0.931406
170205002801289;  32;6370.68; 3.998636;-0.733688
170205002801306;  32;5298.61; 2.562254;-1.020998
170205002801313;  32;6598.96; 3.525379;-0.714498
170205002801334;  32;6740.23; 3.979297;-0.590434
170205003401061;  32;5957.28; 3.749800;-0.511767
170205003401073;  32;6024.11; 3.951167;-0.530793
170205003401086;  32;6233.16; 4.012730;-0.635919
170205003401333;  32;5981.94; 3.943382;-0.698916
170205003901163;  32;6522.37; 4.043236;-0.372322
170205003901176;  32;5913.99; 3.863766;-0.061748
170205004401090;  32;5376.06; 3.902123;-0.416964
170205004401172;  32;5602.89; 4.057458;-0.497333
170205004401186;  32;5619.94; 4.071970;-0.555538
170205004401254;  32;6487.59; 3.641657;-0.933200
170205004401297;  32;6229.42; 3.921272;-0.323871
170205004401333;  32;5279.53; 4.323990; 0.016682
170205004401372;  32;5975.03; 4.076506;-1.002883
170205004901071;  32;5603.53; 3.993473;-0.284083
170205005401037;  32;5283.54; 4.132568;-0.048979
170205005401057;  32;5846.89; 3.869702;-0.166894
170205005401108;  32;6120.98; 3.736703;-0.758376
170205005401172;  32;6508.65; 3.818025;-0.924841
170205005401347;  32;5886.94; 4.131840;-0.429841
170205005401368;  32;6286.28; 4.058049;-0.447150
170205005901084;  32;6559.83; 3.814446;-0.470107
170206002901163;  32;6053.01; 4.044654;-0.443423
170206002901249;  32;5743.38; 4.074347;-0.180487
170206002901275;  32;6214.80; 3.891723;-0.059287
170206003201099;  32;6258.54; 3.959037;-0.924809
170206003201104;  32;5769.89; 4.056271;-0.283970
170206003201135;  32;6562.24; 3.889988;-0.639262
170206003201322;  32;5809.79; 4.073381;-0.637794
170206003701001;  32;6268.72; 3.721875;-1.032345
170206003701019;  32;6277.50; 3.569605;-0.226218
170206003701098;  32;5454.80; 4.097626;-0.540567
170206003701116;  32;6409.69; 3.885144;-0.552579
170206003701163;  32;6220.08; 3.665643;-0.325258
170206003701193;  32;6179.48; 4.064012;-0.368913
170206003701194;  32;6171.34; 3.920695;-0.849977
170206003701197;  32;5741.49; 4.100808; 0.301663
170206003701222;  32;5774.14; 3.810463;-0.108675
170206003701231;  32;6043.26; 3.797592;-0.439190
170206003701279;  32;6258.23; 4.111730;-0.447681
170206003701309;  32;5756.73; 3.880114; 0.071205
170206003701316;  32;6245.92; 3.739163;-0.679441
170206004201056;  32;5602.95; 4.046497;-0.240496
170206004201186;  32;6131.59; 4.027710;-0.184789
170206004201275;  32;6120.74; 3.846231;-0.357236
170206004201353;  32;6451.92; 4.060515;-0.644490
170206004701001;  32;5379.75; 3.987666;-0.215388
170206004701352;  32;6121.49; 4.054201;-0.720472
170206005201104;  32;5459.18; 4.124985;-0.039888
170206005201211;  32;5740.76; 4.109085;-0.090915
170206005201248;  32;5224.96; 3.653394;-0.346853
170206005701054;  32;5940.42; 3.938954;-0.347273
170206005701117;  32;5694.79; 3.849653;-1.005940
170206005701299;  32;5955.57; 4.055407;-0.082696
170206005701314;  32;5754.08; 3.946320;-0.663705
170206006201176;  32;6319.02; 3.748109;-0.629921
170206006201180;  32;6288.31; 3.672018;-0.699439
170206006201195;  32;6088.27; 3.740380;-0.399664
170206006201275;  32;5256.64; 3.241714;-0.547323
170215003601046;  32;5958.19; 4.058897;-0.450901
170215003601111;  32;6238.20; 3.829518;-0.912260
170215003601233;  32;6374.21; 4.070595;-0.354775
170215003601244;  32;5660.33; 3.396624;-0.208235
170215003601305;  32;5762.82; 4.144633;-0.381339
170215003601334;  32;6445.49; 3.937583;-0.538704
170215003601349;  32;6094.54; 4.056838;-0.107418
170215003601374;  32;6354.79; 4.035433;-0.600916
170215003601378;  32;6290.65; 4.173090;-0.137672
170215003601397;  32;6222.53; 3.639843;-0.583345
170215003601399;  32;5938.45; 3.533303;-0.397837
170215004101002;  32;6273.90; 3.786806;-0.909570
170215004101165;  32;6121.54; 3.616524;-0.476695
170215004101301;  32;5892.86; 3.858720;-0.336566
170215004101322;  32;6353.58; 4.033257;-0.680661
170215004101348;  32;6320.09; 3.818482;-0.259622
170215004601022;  32;5980.76; 4.008107;-0.697585
170215004601024;  32;6069.37; 3.995879;-0.622589
170215004601136;  32;6231.49; 4.074566;-0.257072
170215004601275;  32;5503.96; 3.977298;-0.490788
170215004601336;  32;5676.88; 4.152730;-0.478404
170216001801138;  32;6048.82; 3.960841;-0.330345
170216001801162;  32;6117.23; 4.031546;-0.575551
170216001801174;  32;6562.28; 3.692377;-0.897749
170216001801196;  32;5976.95; 3.990031;-0.242002
170216001801228;  32;5967.87; 3.771599;-0.273000
170216001801288;  32;6453.77; 3.907340;-0.625880
170216002301291;  32;5891.15; 4.119789;-0.165463
170216002301306;  32;6003.06; 4.101867;-0.099104
170216002301338;  32;6406.74; 3.922241;-0.403985
170216002801127;  32;5672.84; 3.807565;-0.709976
170216002801194;  32;5999.43; 3.932900;-0.452670
170216002801230;  32;6203.40; 3.768375;-1.066345
170216002801275;  32;5908.28; 4.345992; 0.195505
170216002801284;  32;6376.66; 4.098067;-0.666124
170216002801373;  32;5746.61; 4.255223;-0.750827
170216003301147;  32;5609.31; 4.079478;-0.886478
170216003301186;  32;5950.44; 3.975477;-0.372357
170216003301221;  32;6077.90; 3.911760;-0.386984
170216003801145;  32;5366.51; 4.134232;-0.108660
170216003801172;  32;6011.12; 4.104894;-0.340396
170216003801187;  32;5868.75; 3.985951;-0.264335
170216003801202;  32;5417.21; 4.153894; 0.036062
170216003801275;  32;6141.43; 4.114935;-0.892513
170217001601068;  32;6255.55; 3.767972;-0.580565
170217001601268;  32;6013.63; 3.989250;-0.584321
170217001601275;  32;5801.56; 3.808152; 0.013218
170217001601340;  32;5751.93; 3.898395;-0.243577
170217001601388;  32;5741.33; 4.165661;-0.402099
170217002201037;  32;5944.44; 4.055590;-0.496376
170217002201197;  32;6541.65; 3.961041;-0.682358
170217002201265;  32;6438.43; 4.154555;-0.264367
170217002201335;  32;5522.03; 3.531803;-0.339931
170217002201371;  32;6405.02; 3.772384;-0.989957
170217002801092;  32;6671.10; 3.940330;-0.710590
170217002801144;  32;5935.31; 3.904841;-0.743108
170217002801182;  32;5814.76; 4.154390;-0.721612
170217002801256;  32;5679.93; 3.858135; 0.179327
170217002801299;  32;6194.80; 4.029133;-0.444226
170217002801312;  32;6056.42; 4.024319;-0.393322
170217002801325;  32;6169.05; 3.883935;-0.263293
170217003401015;  32;5991.69; 3.892334;-0.476510
170217003401089;  32;6575.07; 3.934077;-0.612902
170217003401264;  32;6081.65; 4.076809;-0.507156
170217003401266;  32;5459.15; 4.136168;-0.228384
170218001601012;  32;5749.87; 4.045328;-0.097666
170218001601076;  32;5578.08; 3.986930;-0.071461
170218001601108;  32;6195.17; 3.683942;-0.353697
170218001601357;  32;6263.26; 3.729899;-0.726145
170218002401044;  32;5925.75; 4.106335;-0.337680
170218002401124;  32;6209.77; 3.719943;-1.295272
170218002401245;  32;6426.70; 3.921103;-0.457416
170218002401293;  32;6129.83; 4.176965;-0.717859
170218002401299;  32;6098.68; 3.886800;-0.162344
170218002401395;  32;5862.76; 3.694359;-0.504283
170218002401398;  32;5928.44; 4.150406;-0.464565
170218003201005;  32;6019.72; 3.876384;-0.356930
170218003201189;  32;5997.20; 4.048256;-0.815805
170218003701175;  32;5844.93; 3.991614;-0.147708
170218003701178;  32;6079.79; 3.730025;-0.802989
170218003701232;  32;6196.83; 4.013152;-0.824812
170218003701358;  32;5759.93; 4.182907;-0.333296
170219001601080;  32;6397.36; 3.851486;-0.635831
170219001601181;  32;6065.77; 3.873923;-0.566747
170219001601227;  32;6704.08; 3.707880;-0.740571
170219001601231;  32;6601.83; 3.490548;-0.546125
170219002601134;  32;5517.61; 4.006436;-0.284177
170219002601197;  32;6038.22; 4.068213;-0.287736
170219002601239;  32;5687.24; 4.100416; 0.121989
170219002601311;  32;5523.19; 4.141793; 0.293342
170219003101105;  32;5685.00; 3.930609;-1.148286
170219003601113;  32;4547.02; 4.004868;-1.025014
170219003601334;  32;5736.28; 4.144758;-0.782707
170219003601367;  32;5809.67; 3.914318;-0.641329
170219003601386;  32;5211.50; 4.374405;-0.394926
170219004701120;  32;5952.18; 3.952403;-0.555008
170220001601086;  32;5860.02; 3.906940;-0.399859
170220001601089;  32;6331.56; 3.590617;-0.767557
170220001601197;  32;6141.70; 3.832801;-0.557948
170220001601334;  32;5752.55; 4.115818;-0.600494
170220001601392;  32;6379.29; 3.782833;-0.599297
170220002101039;  32;6182.37; 4.000602;-0.675237
